"","parent_cluster","dim","resol","subcluster","n_cells","cluster_id","n_ident","n_clusters"
"10208","10.0",18,2.9,"10",4,"RIS",1,16
"11254","10.0",18,2.9,"11",4,"",0,16
"12218","10.0",18,2.9,"12",6,"",0,16
"13197","10.0",18,2.9,"13",2,"",0,16
"14176","10.0",18,2.9,"14",17,"",0,16
"15160","10.0",18,2.9,"15",5,"",0,16
"0493","10.0",18,3,"0",24,"PVR, BDU, PVM, PVW, LUAR, AIB, AVM, ALM, AIM, AIZ, AVF, PVC, PLM, VC, SMD, RIB, SDQ, RMD, SAB, RIP, FLP, RID, ALA, I3, DVB, ALN, AUA, I4, MI, AQR.PQR, AVA, RIC, PVPL, AVG, AVH, PVT, MCL, VB, PHC, ADA, RMG, SIA, PLN, SAA, AS, VA, AVD, RIS, RMH, I5, PVQ, M2, DB, AVE, DVC, RIG, BAG, DA, SIB, I6, RIR, M3, RME, URY, AVJ, I1, PDB, URB, AVK, NSML, URX, AIN, RIM, M5, I2, RIA, SMB, ASEL",78,18
"11070","10.0",18,3,"1",23,"",0,18
"2573","10.0",18,3,"2",20,"AVH, ADA, I6, PVQ, AVJ, LUAR, M1",7,18
"3337","10.0",18,3,"3",17,"LUAR, URY, AIB, RIC, ALA, ADA, AIM, M2, PVW, RIM, PVQ, PVPL, PHC, I4, RIG, M1, AVG, SAA, I6, MI, AVJ, I2, M3, DVA, AVM, AIN, AVH, OLL, NSML, PVR, AUA, RIR, I1, RIP, DVC, RIB, AIZ, RIA, I5, RIS, PVC, AIA, RMG, AVK, AVF, I3, IL1, RIH",48,18
"4289","10.0",18,3,"4",6,"",0,18
"5277","10.0",18,3,"5",6,"",0,18
"6261","10.0",18,3,"6",9,"",0,18
"7247","10.0",18,3,"7",9,"",0,18
"8235","10.0",18,3,"8",5,"",0,18
"9225","10.0",18,3,"9",8,"",0,18
"10209","10.0",18,3,"10",7,"",0,18
"11255","10.0",18,3,"11",5,"",0,18
"12219","10.0",18,3,"12",13,"",0,18
"13198","10.0",18,3,"13",2,"",0,18
"14177","10.0",18,3,"14",3,"",0,18
"15161","10.0",18,3,"15",3,"",0,18
"16146","10.0",18,3,"16",8,"",0,18
"17134","10.0",18,3,"17",2,"",0,18
"0494","10.0",15,0.1,"0",170,"PVQ, LUAR, ADA",3,1
"0495","10.0",15,0.2,"0",170,"PVQ, LUAR, ADA",3,1
"0496","10.0",15,0.3,"0",170,"PVQ, LUAR, ADA",3,1
"0497","10.0",15,0.4,"0",170,"PVQ, LUAR, ADA",3,1
"0498","10.0",15,0.5,"0",88,"PVR, AVM, BDU",3,2
"11071","10.0",15,0.5,"1",82,"",0,2
"0499","10.0",15,0.6,"0",81,"",0,3
"11072","10.0",15,0.6,"1",46,"",0,3
"2574","10.0",15,0.6,"2",43,"PVR, LUAR, PVW, AIM, AIB, BDU",6,3
"0500","10.0",15,0.7,"0",81,"",0,3
"11073","10.0",15,0.7,"1",46,"",0,3
"2575","10.0",15,0.7,"2",43,"PVR, LUAR, PVW, AIM, AIB, BDU",6,3
"0501","10.0",15,0.8,"0",81,"",0,3
"11074","10.0",15,0.8,"1",46,"",0,3
"2576","10.0",15,0.8,"2",43,"PVR, LUAR, PVW, AIM, AIB, BDU",6,3
"0502","10.0",15,0.9,"0",79,"",0,3
"11075","10.0",15,0.9,"1",46,"",0,3
"2577","10.0",15,0.9,"2",45,"PVR, LUAR, PVW, AIM, AIB, BDU, AVM, PVC, PVQ, ALA, RIB, AIZ, PHC, ADA, RIC, AVF, PVPL, I4, AVG, AVH, MI, PVM, RMD, AUA",24,3
"0503","10.0",15,1,"0",73,"",0,3
"11076","10.0",15,1,"1",50,"",0,3
"2578","10.0",15,1,"2",47,"LUAR, PVR, PVW, AIM, AIB, BDU, PVQ, RIB, ALA, AVM, PHC, ADA, PVC, RIC, PVPL, AIZ, I4, MI, PVM, AUA, AVH, ALN, RIG, M2, RMD, MCL, DVC, PVT, URY, M3, RIS, FLP, ALM, RIP, SAA, PLN, AVF, I6, I5, AVG, PLM, DVB, NSML, RMH, SDQ, AVJ, RIR, M1, I2, SMD, RID, RIA, BAG, I3, RIM, VC",56,3
"0504","10.0",15,1.1,"0",69,"",0,4
"11077","10.0",15,1.1,"1",46,"",0,4
"2579","10.0",15,1.1,"2",45,"LUAR, PVR, PVW, AIM, AIB, BDU, AVM, PVC, PVQ, ALA, RIB, AIZ, PHC, ADA, I4, RIC, AVF, MI, AVG, PVPL, PVM, AUA, AVH, RIG, M2",25,4
"3338","10.0",15,1.1,"3",10,"",0,4
"0505","10.0",15,1.2,"0",67,"",0,4
"11078","10.0",15,1.2,"1",46,"",0,4
"2580","10.0",15,1.2,"2",45,"LUAR, PVR, PVW, AIM, AIB, BDU, AVM, PVC, PVQ, ALA, RIB, AIZ, PHC, ADA, I4, RIC, AVF, MI, AVG, PVPL, PVM, AUA, AVH, RIG, M2",25,4
"3339","10.0",15,1.2,"3",12,"",0,4
"0506","10.0",15,1.3,"0",56,"",0,5
"11079","10.0",15,1.3,"1",45,"",0,5
"2581","10.0",15,1.3,"2",43,"PVR, LUAR, PVW, AIM, AIB, BDU",6,5
"3340","10.0",15,1.3,"3",15,"",0,5
"4290","10.0",15,1.3,"4",11,"",0,5
"0507","10.0",15,1.4,"0",50,"",0,6
"11080","10.0",15,1.4,"1",45,"",0,6
"2582","10.0",15,1.4,"2",42,"PVR, LUAR, PVW, AIB, AIM, BDU",6,6
"3341","10.0",15,1.4,"3",16,"",0,6
"4291","10.0",15,1.4,"4",12,"",0,6
"5278","10.0",15,1.4,"5",5,"",0,6
"0508","10.0",15,1.5,"0",44,"",0,6
"11081","10.0",15,1.5,"1",44,"",0,6
"2583","10.0",15,1.5,"2",42,"PVR, LUAR, PVW, AIB, AIM, BDU",6,6
"3342","10.0",15,1.5,"3",22,"",0,6
"4292","10.0",15,1.5,"4",13,"",0,6
"5279","10.0",15,1.5,"5",5,"",0,6
"0509","10.0",15,1.6,"0",44,"",0,7
"11082","10.0",15,1.6,"1",43,"",0,7
"2584","10.0",15,1.6,"2",42,"PVR, LUAR, PVW, AIB, AIM, BDU",6,7
"3343","10.0",15,1.6,"3",22,"",0,7
"4293","10.0",15,1.6,"4",12,"",0,7
"5280","10.0",15,1.6,"5",5,"",0,7
"6262","10.0",15,1.6,"6",2,"",0,7
"0510","10.0",15,1.7,"0",42,"PVR, LUAR, PVW, AIB, AIM, BDU",6,10
"11083","10.0",15,1.7,"1",35,"",0,10
"2585","10.0",15,1.7,"2",29,"",0,10
"3344","10.0",15,1.7,"3",16,"",0,10
"4294","10.0",15,1.7,"4",12,"",0,10
"5281","10.0",15,1.7,"5",12,"",0,10
"6263","10.0",15,1.7,"6",10,"",0,10
"7248","10.0",15,1.7,"7",8,"",0,10
"8236","10.0",15,1.7,"8",4,"",0,10
"9226","10.0",15,1.7,"9",2,"",0,10
"0511","10.0",15,1.8,"0",42,"PVR, LUAR, PVW, AIB, AIM, BDU",6,10
"11084","10.0",15,1.8,"1",34,"",0,10
"2586","10.0",15,1.8,"2",29,"",0,10
"3345","10.0",15,1.8,"3",16,"",0,10
"4295","10.0",15,1.8,"4",12,"",0,10
"5282","10.0",15,1.8,"5",12,"",0,10
"6264","10.0",15,1.8,"6",10,"",0,10
"7249","10.0",15,1.8,"7",8,"",0,10
"8237","10.0",15,1.8,"8",4,"",0,10
"9227","10.0",15,1.8,"9",3,"",0,10
"0512","10.0",15,1.9,"0",42,"PVR, LUAR, PVW, AIB, AIM, BDU",6,10
"11085","10.0",15,1.9,"1",32,"",0,10
"2587","10.0",15,1.9,"2",27,"",0,10
"3346","10.0",15,1.9,"3",17,"",0,10
"4296","10.0",15,1.9,"4",13,"",0,10
"5283","10.0",15,1.9,"5",12,"",0,10
"6265","10.0",15,1.9,"6",10,"",0,10
"7250","10.0",15,1.9,"7",10,"",0,10
"8238","10.0",15,1.9,"8",4,"",0,10
"9228","10.0",15,1.9,"9",3,"",0,10
"0513","10.0",15,2,"0",42,"PVR, LUAR, PVW, AIB, AIM, BDU",6,11
"11086","10.0",15,2,"1",31,"",0,11
"2588","10.0",15,2,"2",27,"",0,11
"3347","10.0",15,2,"3",17,"",0,11
"4297","10.0",15,2,"4",11,"",0,11
"5284","10.0",15,2,"5",12,"",0,11
"6266","10.0",15,2,"6",7,"",0,11
"7251","10.0",15,2,"7",7,"",0,11
"8239","10.0",15,2,"8",8,"",0,11
"9229","10.0",15,2,"9",4,"",0,11
"10210","10.0",15,2,"10",4,"",0,11
"0514","10.0",15,2.1,"0",41,"PVR, LUAR, PVW, AIB, AIM, BDU",6,15
"11087","10.0",15,2.1,"1",28,"ADA, I6, AVJ, LUAR, M1, AVH, PVQ",7,15
"2589","10.0",15,2.1,"2",27,"",0,15
"3348","10.0",15,2.1,"3",17,"",0,15
"4298","10.0",15,2.1,"4",10,"",0,15
"5285","10.0",15,2.1,"5",9,"",0,15
"6267","10.0",15,2.1,"6",8,"",0,15
"7252","10.0",15,2.1,"7",7,"",0,15
"8240","10.0",15,2.1,"8",5,"",0,15
"9230","10.0",15,2.1,"9",4,"",0,15
"10211","10.0",15,2.1,"10",4,"",0,15
"11256","10.0",15,2.1,"11",3,"",0,15
"12220","10.0",15,2.1,"12",3,"",0,15
"13199","10.0",15,2.1,"13",2,"",0,15
"14178","10.0",15,2.1,"14",2,"",0,15
"0515","10.0",15,2.2,"0",26,"",0,16
"11088","10.0",15,2.2,"1",26,"BDU, PVR",2,16
"2590","10.0",15,2.2,"2",25,"ADA, I6, AVJ, AVH, LUAR, PVQ",6,16
"3349","10.0",15,2.2,"3",17,"LUAR, ADA, URY, AIB, PVQ, M2, OLL, RIM, AIM, RIC, PHC, I6, AVJ, M1, PVW, I4, I2, AVH, RIG, MI, ALA, M3, DVC, AVM, AUA, PVR, RIR, AIZ, I5, PVC, NSML, ASK",32,16
"4299","10.0",15,2.2,"4",15,"",0,16
"5286","10.0",15,2.2,"5",11,"",0,16
"6268","10.0",15,2.2,"6",10,"",0,16
"7253","10.0",15,2.2,"7",7,"",0,16
"8241","10.0",15,2.2,"8",7,"",0,16
"9231","10.0",15,2.2,"9",5,"",0,16
"10212","10.0",15,2.2,"10",5,"",0,16
"11257","10.0",15,2.2,"11",4,"",0,16
"12221","10.0",15,2.2,"12",3,"",0,16
"13200","10.0",15,2.2,"13",4,"",0,16
"14179","10.0",15,2.2,"14",3,"",0,16
"15162","10.0",15,2.2,"15",2,"",0,16
"0516","10.0",15,2.3,"0",26,"BDU, PVR",2,20
"11089","10.0",15,2.3,"1",26,"",0,20
"2591","10.0",15,2.3,"2",25,"ADA, I6, AVJ, AVH, LUAR, PVQ",6,20
"3350","10.0",15,2.3,"3",17,"LUAR, ADA, URY, AIB, PVQ, M2, OLL, RIM, AIM, RIC, PHC, I6, AVJ, M1, PVW, I4, I2, AVH, RIG, MI, ALA, M3, DVC, AVM, AUA, PVR, RIR, AIZ, I5, PVC, NSML, ASK",32,20
"4300","10.0",15,2.3,"4",15,"",0,20
"5287","10.0",15,2.3,"5",10,"",0,20
"6269","10.0",15,2.3,"6",10,"",0,20
"7254","10.0",15,2.3,"7",5,"",0,20
"8242","10.0",15,2.3,"8",5,"",0,20
"9232","10.0",15,2.3,"9",7,"",0,20
"10213","10.0",15,2.3,"10",3,"",0,20
"11258","10.0",15,2.3,"11",3,"",0,20
"12222","10.0",15,2.3,"12",3,"",0,20
"13201","10.0",15,2.3,"13",3,"",0,20
"14180","10.0",15,2.3,"14",2,"",0,20
"15163","10.0",15,2.3,"15",2,"",0,20
"16147","10.0",15,2.3,"16",2,"",0,20
"17135","10.0",15,2.3,"17",2,"",0,20
"18118","10.0",15,2.3,"18",2,"",0,20
"19109","10.0",15,2.3,"19",2,"",0,20
"0517","10.0",15,2.4,"0",26,"BDU, PVR",2,19
"11090","10.0",15,2.4,"1",25,"",0,19
"2592","10.0",15,2.4,"2",25,"ADA, I6, AVJ, AVH, LUAR, PVQ",6,19
"3351","10.0",15,2.4,"3",17,"LUAR, ADA, URY, AIB, PVQ, M2, OLL, RIM, AIM, RIC, PHC, I6, AVJ, M1, PVW, I4, I2, AVH, RIG, MI, ALA, M3, DVC, AVM, AUA, PVR, RIR, AIZ, I5, PVC, NSML, ASK",32,19
"4301","10.0",15,2.4,"4",16,"",0,19
"5288","10.0",15,2.4,"5",10,"",0,19
"6270","10.0",15,2.4,"6",10,"",0,19
"7255","10.0",15,2.4,"7",5,"",0,19
"8243","10.0",15,2.4,"8",5,"",0,19
"9233","10.0",15,2.4,"9",8,"",0,19
"10214","10.0",15,2.4,"10",3,"",0,19
"11259","10.0",15,2.4,"11",3,"",0,19
"12223","10.0",15,2.4,"12",4,"",0,19
"13202","10.0",15,2.4,"13",3,"",0,19
"14181","10.0",15,2.4,"14",2,"",0,19
"15164","10.0",15,2.4,"15",2,"",0,19
"16148","10.0",15,2.4,"16",2,"",0,19
"17136","10.0",15,2.4,"17",2,"",0,19
"18119","10.0",15,2.4,"18",2,"",0,19
"0518","10.0",15,2.5,"0",26,"BDU, PVR",2,21
"11091","10.0",15,2.5,"1",24,"",0,21
"2593","10.0",15,2.5,"2",23,"AVH, ADA, I6, AVJ, LUAR, M1, PVQ",7,21
"3352","10.0",15,2.5,"3",17,"LUAR, ADA, URY, AIB, PVQ, M2, OLL, RIM, AIM, RIC, PHC, I6, AVJ, M1, PVW, I4, I2, AVH, RIG, MI, ALA, M3, DVC, AVM, AUA, PVR, RIR, AIZ, I5, PVC, NSML, ASK",32,21
"4302","10.0",15,2.5,"4",16,"",0,21
"5289","10.0",15,2.5,"5",10,"",0,21
"6271","10.0",15,2.5,"6",9,"",0,21
"7256","10.0",15,2.5,"7",5,"",0,21
"8244","10.0",15,2.5,"8",4,"",0,21
"9234","10.0",15,2.5,"9",6,"",0,21
"10215","10.0",15,2.5,"10",5,"",0,21
"11260","10.0",15,2.5,"11",3,"",0,21
"12224","10.0",15,2.5,"12",3,"",0,21
"13203","10.0",15,2.5,"13",2,"",0,21
"14182","10.0",15,2.5,"14",2,"",0,21
"15165","10.0",15,2.5,"15",3,"",0,21
"16149","10.0",15,2.5,"16",3,"",0,21
"17137","10.0",15,2.5,"17",3,"",0,21
"18120","10.0",15,2.5,"18",2,"",0,21
"19110","10.0",15,2.5,"19",2,"",0,21
"2080","10.0",15,2.5,"20",2,"",0,21
"0519","10.0",15,2.6,"0",26,"BDU, PVR",2,22
"11092","10.0",15,2.6,"1",24,"",0,22
"2594","10.0",15,2.6,"2",22,"AVH, ADA, I6, AVJ, M1, LUAR, PVQ",7,22
"3353","10.0",15,2.6,"3",17,"LUAR, ADA, URY, AIB, PVQ, M2, OLL, RIM, AIM, RIC, PHC, I6, AVJ, M1, PVW, I4, I2, AVH, RIG, MI, ALA, M3, DVC, AVM, AUA, PVR, RIR, AIZ, I5, PVC, NSML, ASK",32,22
"4303","10.0",15,2.6,"4",13,"",0,22
"5290","10.0",15,2.6,"5",9,"",0,22
"6272","10.0",15,2.6,"6",8,"",0,22
"7257","10.0",15,2.6,"7",5,"",0,22
"8245","10.0",15,2.6,"8",5,"",0,22
"9235","10.0",15,2.6,"9",4,"",0,22
"10216","10.0",15,2.6,"10",4,"",0,22
"11261","10.0",15,2.6,"11",3,"",0,22
"12225","10.0",15,2.6,"12",6,"",0,22
"13204","10.0",15,2.6,"13",3,"",0,22
"14183","10.0",15,2.6,"14",3,"",0,22
"15166","10.0",15,2.6,"15",3,"",0,22
"16150","10.0",15,2.6,"16",5,"",0,22
"17138","10.0",15,2.6,"17",2,"",0,22
"18121","10.0",15,2.6,"18",2,"",0,22
"19111","10.0",15,2.6,"19",2,"",0,22
"2081","10.0",15,2.6,"20",2,"",0,22
"21136","10.0",15,2.6,"21",2,"",0,22
"0520","10.0",15,2.7,"0",26,"BDU, PVR",2,22
"11093","10.0",15,2.7,"1",24,"",0,22
"2595","10.0",15,2.7,"2",22,"AVH, ADA, I6, AVJ, M1, LUAR, PVQ",7,22
"3354","10.0",15,2.7,"3",17,"LUAR, ADA, URY, AIB, PVQ, M2, OLL, RIM, AIM, RIC, PHC, I6, AVJ, M1, PVW, I4, I2, AVH, RIG, MI, ALA, M3, DVC, AVM, AUA, PVR, RIR, AIZ, I5, PVC, NSML, ASK",32,22
"4304","10.0",15,2.7,"4",13,"",0,22
"5291","10.0",15,2.7,"5",9,"",0,22
"6273","10.0",15,2.7,"6",6,"",0,22
"7258","10.0",15,2.7,"7",5,"",0,22
"8246","10.0",15,2.7,"8",4,"",0,22
"9236","10.0",15,2.7,"9",3,"",0,22
"10217","10.0",15,2.7,"10",3,"",0,22
"11262","10.0",15,2.7,"11",4,"",0,22
"12226","10.0",15,2.7,"12",8,"",0,22
"13205","10.0",15,2.7,"13",3,"",0,22
"14184","10.0",15,2.7,"14",3,"",0,22
"15167","10.0",15,2.7,"15",3,"",0,22
"16151","10.0",15,2.7,"16",3,"",0,22
"17139","10.0",15,2.7,"17",2,"",0,22
"18122","10.0",15,2.7,"18",3,"",0,22
"19112","10.0",15,2.7,"19",2,"",0,22
"2082","10.0",15,2.7,"20",5,"",0,22
"21137","10.0",15,2.7,"21",2,"",0,22
"0521","10.0",15,2.8,"0",26,"BDU, PVR",2,20
"11094","10.0",15,2.8,"1",24,"",0,20
"2596","10.0",15,2.8,"2",22,"AVH, ADA, I6, AVJ, M1, LUAR, PVQ",7,20
"3355","10.0",15,2.8,"3",17,"LUAR, ADA, URY, AIB, PVQ, M2, OLL, RIM, AIM, RIC, PHC, I6, AVJ, M1, PVW, I4, I2, AVH, RIG, MI, ALA, M3, DVC, AVM, AUA, PVR, RIR, AIZ, I5, PVC, NSML, ASK",32,20
"4305","10.0",15,2.8,"4",13,"",0,20
"5292","10.0",15,2.8,"5",8,"",0,20
"6274","10.0",15,2.8,"6",6,"",0,20
"7259","10.0",15,2.8,"7",4,"",0,20
"8247","10.0",15,2.8,"8",5,"",0,20
"9237","10.0",15,2.8,"9",3,"",0,20
"10218","10.0",15,2.8,"10",3,"",0,20
"11263","10.0",15,2.8,"11",3,"",0,20
"12227","10.0",15,2.8,"12",3,"",0,20
"13206","10.0",15,2.8,"13",12,"",0,20
"14185","10.0",15,2.8,"14",4,"",0,20
"15168","10.0",15,2.8,"15",4,"",0,20
"16152","10.0",15,2.8,"16",2,"",0,20
"17140","10.0",15,2.8,"17",2,"",0,20
"18123","10.0",15,2.8,"18",5,"",0,20
"19113","10.0",15,2.8,"19",4,"",0,20
"0522","10.0",15,2.9,"0",26,"BDU, PVR",2,21
"11095","10.0",15,2.9,"1",22,"AVH, ADA, I6, AVJ, M1, LUAR, PVQ",7,21
"2597","10.0",15,2.9,"2",22,"",0,21
"3356","10.0",15,2.9,"3",17,"LUAR, ADA, URY, AIB, PVQ, M2, OLL, RIM, AIM, RIC, PHC, I6, AVJ, M1, PVW, I4, I2, AVH, RIG, MI, ALA, M3, DVC, AVM, AUA, PVR, RIR, AIZ, I5, PVC, NSML, ASK",32,21
"4306","10.0",15,2.9,"4",8,"",0,21
"5293","10.0",15,2.9,"5",8,"",0,21
"6275","10.0",15,2.9,"6",7,"",0,21
"7260","10.0",15,2.9,"7",8,"",0,21
"8248","10.0",15,2.9,"8",5,"",0,21
"9238","10.0",15,2.9,"9",4,"",0,21
"10219","10.0",15,2.9,"10",3,"",0,21
"11264","10.0",15,2.9,"11",5,"",0,21
"12228","10.0",15,2.9,"12",9,"",0,21
"13207","10.0",15,2.9,"13",3,"",0,21
"14186","10.0",15,2.9,"14",6,"",0,21
"15169","10.0",15,2.9,"15",2,"",0,21
"16153","10.0",15,2.9,"16",2,"",0,21
"17141","10.0",15,2.9,"17",4,"",0,21
"18124","10.0",15,2.9,"18",3,"",0,21
"19114","10.0",15,2.9,"19",2,"",0,21
"2083","10.0",15,2.9,"20",4,"",0,21
"0523","10.0",15,3,"0",26,"BDU, PVR",2,20
"11096","10.0",15,3,"1",22,"",0,20
"2598","10.0",15,3,"2",20,"AVH, ADA, I6, AVJ, PVQ, M1, LUAR",7,20
"3357","10.0",15,3,"3",17,"LUAR, ADA, URY, AIB, PVQ, M2, OLL, RIM, AIM, RIC, PHC, I6, AVJ, M1, PVW, I4, I2, AVH, RIG, MI, ALA, M3, DVC, AVM, AUA, PVR, RIR, AIZ, I5, PVC, NSML, ASK",32,20
"4307","10.0",15,3,"4",8,"",0,20
"5294","10.0",15,3,"5",8,"",0,20
"6276","10.0",15,3,"6",8,"",0,20
"7261","10.0",15,3,"7",7,"",0,20
"8249","10.0",15,3,"8",5,"",0,20
"9239","10.0",15,3,"9",5,"",0,20
"10220","10.0",15,3,"10",9,"",0,20
"11265","10.0",15,3,"11",4,"",0,20
"12229","10.0",15,3,"12",6,"",0,20
"13208","10.0",15,3,"13",4,"",0,20
"14187","10.0",15,3,"14",3,"",0,20
"15170","10.0",15,3,"15",2,"",0,20
"16154","10.0",15,3,"16",2,"",0,20
"17142","10.0",15,3,"17",4,"",0,20
"18125","10.0",15,3,"18",8,"",0,20
"19115","10.0",15,3,"19",2,"",0,20
"0524","10.0",13,0.1,"0",170,"PVQ, LUAR, ADA",3,1
"0525","10.0",13,0.2,"0",170,"PVQ, LUAR, ADA",3,1
"0526","10.0",13,0.3,"0",170,"PVQ, LUAR, ADA",3,1
"0527","10.0",13,0.4,"0",98,"PVR, BDU, AVM, PVQ, M2, LUAR, MI, SDQ, AUA, RIP, ADA, PVW",12,2
"11097","10.0",13,0.4,"1",72,"",0,2
"0528","10.0",13,0.5,"0",98,"PVR, BDU, AVM, PVQ, M2, LUAR, MI, SDQ, AUA, RIP, ADA, PVW",12,2
"11098","10.0",13,0.5,"1",72,"",0,2
"0529","10.0",13,0.6,"0",76,"",0,3
"11099","10.0",13,0.6,"1",54,"",0,3
"2599","10.0",13,0.6,"2",40,"LUAR, PVR, PVW, AIB, AIM, BDU, RIB, AIZ, AVM, ALA, PVQ, RIC, I4, PVC, PVPL, ADA, AVF, M2, RIP, MI, PHC, AVG, SAA, SMD, PVM, AUA, AVH, ALM",28,3
"0530","10.0",13,0.7,"0",75,"",0,3
"11266","10.0",13,0.7,"1",55,"",0,3
"2600","10.0",13,0.7,"2",40,"LUAR, PVR, PVW, AIB, AIM, BDU, RIB, AIZ, AVM, ALA, PVQ, RIC, I4, PVC, PVPL, ADA, AVF, M2, RIP, MI, PHC, AVG, SAA, SMD, PVM, AUA, AVH, ALM",28,3
"0531","10.0",13,0.8,"0",73,"",0,3
"11267","10.0",13,0.8,"1",55,"",0,3
"2601","10.0",13,0.8,"2",42,"LUAR, PVR, PVW, AIB, AIM, BDU, RIB, AIZ, AVM, PVC, ALA, PVQ, RIC, I4, ADA, AVF, MI, PVPL, PHC, AVG, SAA, AVH, SMD, M2, PVM, AUA, ALM, RIP, ALN, FLP, RMD, RIG, RIS, PLM, I6, M3, VC, DVB, PVT, MCL, PLN, URY, AVJ, RIR, DVC, I5, M1, SAB, RMG, I3, AS, I2, NSML, RMH, SDQ, I1, AIN, RIA, RID, RIM, DA, AIA, SIA, BAG, PDB, RME, RIH, PHA, M4, M5, URB, PHB, IL1, AVK, AVA, AVE, SMB, OLL, AQR.PQR, RIF, URX, IL2, SIB, DB, AVD, RIV, VA, VB, URA, AVL",90,3
"0532","10.0",13,0.9,"0",72,"",0,3
"11268","10.0",13,0.9,"1",54,"",0,3
"2602","10.0",13,0.9,"2",44,"PVR, LUAR, PVW, AIB, AIM, BDU",6,3
"0533","10.0",13,1,"0",71,"",0,3
"11269","10.0",13,1,"1",54,"",0,3
"2603","10.0",13,1,"2",45,"LUAR, PVR",2,3
"0534","10.0",13,1.1,"0",70,"",0,3
"11270","10.0",13,1.1,"1",54,"",0,3
"2604","10.0",13,1.1,"2",46,"LUAR, PVR, PVW, AIB, AIM, RIB, PVQ, ALA, ADA, AVM, PVC, BDU",12,3
"0535","10.0",13,1.2,"0",64,"",0,4
"11271","10.0",13,1.2,"1",42,"LUAR, PVR, PVW, AIB, AIM, RIB, ALA, AVM, PVQ, RIC, I4, AIZ, ADA, PVC, BDU",15,4
"2605","10.0",13,1.2,"2",36,"BDU",1,4
"3358","10.0",13,1.2,"3",28,"",0,4
"0536","10.0",13,1.3,"0",54,"",0,5
"11272","10.0",13,1.3,"1",40,"LUAR, PVR, PVW, AIB, AIM, RIB, RIC, ALA, PVQ, AVM",10,5
"2606","10.0",13,1.3,"2",33,"BDU",1,5
"3359","10.0",13,1.3,"3",26,"",0,5
"4308","10.0",13,1.3,"4",17,"AVH, LUAR, ADA, I6, AVJ, M1, PVC, PVQ",8,5
"0537","10.0",13,1.4,"0",48,"",0,5
"11273","10.0",13,1.4,"1",40,"LUAR, PVR, PVW, AIB, AIM, RIB, RIC, ALA, PVQ, AVM",10,5
"2607","10.0",13,1.4,"2",33,"BDU",1,5
"3360","10.0",13,1.4,"3",26,"",0,5
"4309","10.0",13,1.4,"4",23,"ADA, AVH, LUAR, I6, AVJ, M1, PVQ",7,5
"0538","10.0",13,1.5,"0",40,"LUAR, PVR, PVW, AIB, AIM, BDU, RIB, AIZ, AVM, ALA, PVQ, RIC, I4, PVC, PVPL, ADA, AVF, M2, RIP, MI, PHC, AVG, SAA, SMD, PVM, AUA, AVH, ALM",28,6
"11274","10.0",13,1.5,"1",37,"",0,6
"2608","10.0",13,1.5,"2",33,"BDU",1,6
"3361","10.0",13,1.5,"3",31,"ADA, I6, LUAR, AVJ, AVH, PVQ",6,6
"4310","10.0",13,1.5,"4",25,"",0,6
"5295","10.0",13,1.5,"5",4,"",0,6
"0539","10.0",13,1.6,"0",40,"LUAR, PVR, PVW, AIB, AIM, BDU, RIB, AIZ, AVM, ALA, PVQ, RIC, I4, PVC, PVPL, ADA, AVF, M2, RIP, MI, PHC, AVG, SAA, SMD, PVM, AUA, AVH, ALM",28,7
"11275","10.0",13,1.6,"1",36,"",0,7
"2609","10.0",13,1.6,"2",33,"BDU",1,7
"3362","10.0",13,1.6,"3",31,"ADA, I6, LUAR, AVJ, AVH, PVQ",6,7
"4311","10.0",13,1.6,"4",23,"",0,7
"5296","10.0",13,1.6,"5",5,"",0,7
"6277","10.0",13,1.6,"6",2,"",0,7
"0540","10.0",13,1.7,"0",40,"LUAR, PVR, PVW, AIB, AIM, BDU, RIB, AIZ, AVM, ALA, PVQ, RIC, I4, PVC, PVPL, ADA, AVF, M2, RIP, MI, PHC, AVG, SAA, SMD, PVM, AUA, AVH, ALM",28,8
"11276","10.0",13,1.7,"1",32,"",0,8
"2625","10.0",13,1.7,"2",31,"BDU",1,8
"3363","10.0",13,1.7,"3",29,"",0,8
"4312","10.0",13,1.7,"4",23,"",0,8
"5297","10.0",13,1.7,"5",9,"",0,8
"6278","10.0",13,1.7,"6",3,"",0,8
"7262","10.0",13,1.7,"7",3,"",0,8
"0541","10.0",13,1.8,"0",40,"LUAR, PVR, PVW, AIB, AIM, BDU, RIB, AIZ, AVM, ALA, PVQ, RIC, I4, PVC, PVPL, ADA, AVF, M2, RIP, MI, PHC, AVG, SAA, SMD, PVM, AUA, AVH, ALM",28,9
"11277","10.0",13,1.8,"1",31,"ADA, I6, LUAR, AVJ, AVH, PVQ",6,9
"2626","10.0",13,1.8,"2",31,"BDU",1,9
"3364","10.0",13,1.8,"3",23,"",0,9
"4313","10.0",13,1.8,"4",22,"",0,9
"5298","10.0",13,1.8,"5",11,"",0,9
"6279","10.0",13,1.8,"6",4,"",0,9
"7263","10.0",13,1.8,"7",4,"",0,9
"8250","10.0",13,1.8,"8",4,"",0,9
"0542","10.0",13,1.9,"0",39,"LUAR, PVR, PVW, AIB, AIM, AIZ, BDU",7,12
"11278","10.0",13,1.9,"1",31,"BDU",1,12
"2627","10.0",13,1.9,"2",30,"ADA, I6, AVJ, LUAR, AVH, PVQ",6,12
