"","parent_cluster","dim","resol","subcluster","n_cells","cluster_id","n_ident","n_clusters"
"234","8.0",46,1.5,"23",2,"",0,26
"243","8.0",46,1.5,"24",2,"",0,26
"253","8.0",46,1.5,"25",2,"",0,26
"034","8.0",46,1.6,"0",45,"AVD, PVC, AVE, AVG, AIB, AVB, AVA, AIN, RMH, RMD, AIA, DB, RIR, DA, MCL, LUAR, M1, RMG, PLN, URA",20,31
"147","8.0",46,1.6,"1",6,"AVE, AVB, AIB, AVD, AVA, RIA, RMD, RIG, M1",9,31
"230","8.0",46,1.6,"2",6,"",0,31
"323","8.0",46,1.6,"3",6,"",0,31
"412","8.0",46,1.6,"4",6,"",0,31
"511","8.0",46,1.6,"5",4,"AVE",1,31
"611","8.0",46,1.6,"6",4,"",0,31
"711","8.0",46,1.6,"7",4,"RMD",1,31
"811","8.0",46,1.6,"8",3,"",0,31
"99","8.0",46,1.6,"9",3,"AVG, RIM",2,31
"109","8.0",46,1.6,"10",3,"",0,31
"1113","8.0",46,1.6,"11",3,"",0,31
"1213","8.0",46,1.6,"12",3,"",0,31
"1311","8.0",46,1.6,"13",4,"",0,31
"148","8.0",46,1.6,"14",3,"",0,31
"157","8.0",46,1.6,"15",3,"",0,31
"166","8.0",46,1.6,"16",3,"",0,31
"175","8.0",46,1.6,"17",3,"",0,31
"185","8.0",46,1.6,"18",4,"",0,31
"195","8.0",46,1.6,"19",2,"",0,31
"205","8.0",46,1.6,"20",2,"",0,31
"2111","8.0",46,1.6,"21",3,"",0,31
"2211","8.0",46,1.6,"22",5,"",0,31
"235","8.0",46,1.6,"23",2,"",0,31
"244","8.0",46,1.6,"24",3,"",0,31
"254","8.0",46,1.6,"25",3,"",0,31
"263","8.0",46,1.6,"26",2,"",0,31
"273","8.0",46,1.6,"27",4,"",0,31
"283","8.0",46,1.6,"28",2,"",0,31
"293","8.0",46,1.6,"29",3,"",0,31
"303","8.0",46,1.6,"30",2,"",0,31
"035","8.0",46,1.7,"0",44,"AVD, PVC, AVE, AVG, AIB, AVB, AVA, AIN, RMH, RIR, RMD, LUAR, AIA, DA, RMG, M1, DB, MCL, URA, PLN, ADA, PVPL, RIV, AVJ, RIM, I1, URB, M2, I4, NSML, PVW, RIG, RID, AIY, AVH, SDQ, DVA, PDB, VC, RIF, M4, URY, IL2, I5, ALA, RIH, RIA, AVF, SAB, PVQ, RIP, SMD, RIS, SAA, BDU, AS, SIB, RIB, VB, AVL, PVR, PHC, VA, RIC, PVT, AIZ, SMB, I6, M5, AIM, PVM, MI, I2, I3",74,32
"149","8.0",46,1.7,"1",4,"AVE",1,32
"236","8.0",46,1.7,"2",5,"",0,32
"324","8.0",46,1.7,"3",5,"",0,32
"413","8.0",46,1.7,"4",4,"",0,32
"512","8.0",46,1.7,"5",4,"",0,32
"612","8.0",46,1.7,"6",4,"",0,32
"712","8.0",46,1.7,"7",5,"",0,32
"812","8.0",46,1.7,"8",3,"",0,32
"910","8.0",46,1.7,"9",5,"",0,32
"1010","8.0",46,1.7,"10",3,"",0,32
"1114","8.0",46,1.7,"11",3,"",0,32
"1214","8.0",46,1.7,"12",3,"",0,32
"1312","8.0",46,1.7,"13",3,"",0,32
"1410","8.0",46,1.7,"14",3,"IL2, RMD",2,32
"158","8.0",46,1.7,"15",3,"AVG, RIM",2,32
"167","8.0",46,1.7,"16",3,"",0,32
"176","8.0",46,1.7,"17",4,"",0,32
"186","8.0",46,1.7,"18",3,"",0,32
"196","8.0",46,1.7,"19",2,"",0,32
"206","8.0",46,1.7,"20",2,"",0,32
"2112","8.0",46,1.7,"21",2,"",0,32
"2212","8.0",46,1.7,"22",4,"",0,32
"237","8.0",46,1.7,"23",3,"",0,32
"245","8.0",46,1.7,"24",4,"",0,32
"255","8.0",46,1.7,"25",2,"",0,32
"264","8.0",46,1.7,"26",2,"",0,32
"274","8.0",46,1.7,"27",4,"",0,32
"284","8.0",46,1.7,"28",2,"",0,32
"294","8.0",46,1.7,"29",4,"",0,32
"304","8.0",46,1.7,"30",2,"",0,32
"3110","8.0",46,1.7,"31",5,"",0,32
"036","8.0",46,1.8,"0",40,"PVC, AVD, AVG, AVE, AIB, AVB, AVA, AIN, LUAR, RIR, RMH, DB, RMD, M1, AIA, DA, RMG, I1, MCL, URA, RIV, ADA, PLN, URB, PVPL, RIM, AVJ, RIF, M2, RID, DVA, I4, M4, NSML, PVW, RIG, IL2, AIY, AVH, PDB, VC, URY, I5, RIH, SAB, SDQ, AVF, RIA, ALA, SIB, RIP, VB, PVQ, VA, SMD, SAA, RIS, AS, BDU, RIB, AVL, SMB, PVR, PHC, I6, PVT, RIC, AIZ, M5, AIM, MI, I2, ALN, I3, IL1, PVM, URX, RME, AVK, FLP, DD, DVB, CEPD, M3, ADE, AFD, DVC",87,27
"150","8.0",46,1.8,"1",5,"AVD, AVE, AIB, AVB, RMG, AVJ, M2, PVC, NSML, I4, SDQ, VC, RIG, LUAR, M1, DA, AIN, URB, RIA, AVH, I5, AVK, RIP, AFD, AWB, CAN, URA, URY, PLN, AUA, RIF, VA, MCL, I2, SIB, MI, RMH, AS, RIR, RID, I3, SAB, VD, ADA, PHC, PVT, VB, I6, M3, DVB, AVF, PDB, ASI, PVW, DVC, ASEL, PVR, M4, DB, SMB, ALA, M5, AIM, AIZ, AVL, ADE",66,27
"238","8.0",46,1.8,"2",5,"",0,27
"325","8.0",46,1.8,"3",8,"",0,27
"414","8.0",46,1.8,"4",4,"",0,27
"513","8.0",46,1.8,"5",4,"",0,27
"613","8.0",46,1.8,"6",3,"",0,27
"713","8.0",46,1.8,"7",4,"",0,27
"813","8.0",46,1.8,"8",3,"",0,27
"911","8.0",46,1.8,"9",11,"AIB, AVB",2,27
"1011","8.0",46,1.8,"10",3,"",0,27
"1115","8.0",46,1.8,"11",3,"",0,27
"1215","8.0",46,1.8,"12",3,"",0,27
"1313","8.0",46,1.8,"13",5,"",0,27
"1411","8.0",46,1.8,"14",3,"IL2, RMD",2,27
"159","8.0",46,1.8,"15",2,"",0,27
"168","8.0",46,1.8,"16",2,"",0,27
"177","8.0",46,1.8,"17",7,"",0,27
"187","8.0",46,1.8,"18",3,"",0,27
"197","8.0",46,1.8,"19",2,"",0,27
"207","8.0",46,1.8,"20",7,"",0,27
"2113","8.0",46,1.8,"21",2,"",0,27
"2213","8.0",46,1.8,"22",6,"",0,27
"239","8.0",46,1.8,"23",5,"",0,27
"246","8.0",46,1.8,"24",3,"",0,27
"256","8.0",46,1.8,"25",2,"",0,27
"265","8.0",46,1.8,"26",4,"",0,27
"037","8.0",46,1.9,"0",38,"AVD, PVC, AVE, AVG, AIB, AVB, AVA, AIN, LUAR, RIR, RMH, AIA, M1, DB, RMD, DA, RMG, I1, MCL, URA, RIV, ADA, URB, PLN, RIM, M2, PVPL, RID, AVJ, RIF, DVA, RIG, VC, AVH, I4, NSML, PVW, IL2, AIY, SAB, M4, PDB, I5, PVQ, SIB, RIP, URY, RIH, SDQ, AVF, RIA, ALA, RIS, I6, VB, VA, SMB, SMD, SAA, AS, AVL, BDU, RIB, PVR, AIZ, M5, PHC, I2, RIC, PVT, AIM, MI, ALN, I3, IL1, PVM, URX, RME, AVK, FLP, DD, DVB, CEPD, M3, ADE, AFD, DVC",87,22
"160","8.0",46,1.9,"1",5,"AVD, AVE, AIB, AVB, RMG, AVJ, M2, PVC, NSML, I4, SDQ, VC, RIG, LUAR, M1, DA, AIN, URB, RIA, AVH, I5, AVK, RIP, AFD, AWB, CAN, URA, URY, PLN, AUA, RIF, VA, MCL, I2, SIB, MI, RMH, AS, RIR, RID, I3, SAB, VD, ADA, PHC, PVT, VB, I6, M3, DVB, AVF, PDB, ASI, PVW, DVC, ASEL, PVR, M4, DB, SMB, ALA, M5, AIM, AIZ, AVL, ADE",66,22
"240","8.0",46,1.9,"2",5,"",0,22
"326","8.0",46,1.9,"3",3,"",0,22
"415","8.0",46,1.9,"4",3,"",0,22
"514","8.0",46,1.9,"5",13,"",0,22
"614","8.0",46,1.9,"6",3,"",0,22
"714","8.0",46,1.9,"7",5,"",0,22
"814","8.0",46,1.9,"8",4,"RMD",1,22
"912","8.0",46,1.9,"9",3,"",0,22
"1012","8.0",46,1.9,"10",3,"",0,22
"1116","8.0",46,1.9,"11",4,"",0,22
"1216","8.0",46,1.9,"12",5,"",0,22
"1314","8.0",46,1.9,"13",2,"",0,22
"1412","8.0",46,1.9,"14",2,"",0,22
"1510","8.0",46,1.9,"15",9,"",0,22
"169","8.0",46,1.9,"16",21,"PVC, AIB, AVE",3,22
"178","8.0",46,1.9,"17",4,"",0,22
"188","8.0",46,1.9,"18",4,"",0,22
"198","8.0",46,1.9,"19",3,"",0,22
"208","8.0",46,1.9,"20",2,"",0,22
"2114","8.0",46,1.9,"21",8,"",0,22
"038","8.0",46,2,"0",33,"AVD, PVC, AVE, AVB, AVG, AIB, AVA, AIN, LUAR, RMH, RMD, M2, RIR, I1, RMG, MCL, M1, AIA, URA, PLN, URB, DA, PVPL, VC, AVJ, DB, I4, RIM, M4, RID, NSML, RIG, IL2, RIV, SIB, RIH, DVA, I5, AVF, RIA, VB, RIF, SAB, SDQ, PVW, PVQ, RIP, SMD, SAA, VA, AS, SMB, M5, I6, URY, AIY, ADA, PVT, I2, BDU, RIC, MI, RIS, AIZ, PDB, AVL, I3, PHC, ALN, AVH, PVR, RIB, AVK, PVM, AIM, DD, M3, AFD, URX, DVB, AUA, RME, ALA, DVC",84,20
"170","8.0",46,2,"1",10,"AVD, PVC, AIB, AVE, AVB, AVG, PVW, DB, RIV, RMD, AIA, RMH, DA, DVA, RMG, AVA, M1, URA, RIF, URY, ADA, RIP, I5, RIB, LUAR, SAB, RIG, MCL, SMD, RIM, AIN, RID, RIC, IL2, RIR, PDB, RIA, AVH, PLN, AIY, RIS, VC, PVQ, SDQ, I1, AVK, RME, SAA, AVJ, SIB, AVL, PVR, ALA, URB, PHC, IL1, M2, AIZ, AVF, NSML, I3, M4, BDU, FLP, PVM, ADE, CEPD, SMB, PVPL, AIM, URX, MI, AS, I6, RIH, OLL, DVB, I4, I2, DVC, DD, M3, VB, VD, VA, AFD, ALN, AUA, OLQ, AQR.PQR, M5, BAG, SIA, ADL, ASG, AWA, CAN, ASI, PHB, ASJ, AWC",101,20
"247","8.0",46,2,"2",4,"",0,20
"327","8.0",46,2,"3",3,"RMD, VB, VA",3,20
"416","8.0",46,2,"4",8,"",0,20
"515","8.0",46,2,"5",6,"",0,20
"615","8.0",46,2,"6",3,"",0,20
"715","8.0",46,2,"7",3,"",0,20
"815","8.0",46,2,"8",2,"",0,20
"913","8.0",46,2,"9",3,"",0,20
"1013","8.0",46,2,"10",4,"",0,20
"1117","8.0",46,2,"11",12,"",0,20
"1217","8.0",46,2,"12",3,"",0,20
"1315","8.0",46,2,"13",27,"PVC, AIB, AVE, AVD, AVB, AVG, AIN, DB",8,20
"1413","8.0",46,2,"14",2,"",0,20
"1511","8.0",46,2,"15",2,"",0,20
"1610","8.0",46,2,"16",3,"",0,20
"179","8.0",46,2,"17",17,"",0,20
"189","8.0",46,2,"18",2,"",0,20
"199","8.0",46,2,"19",2,"",0,20
"039","8.0",46,2.1,"0",23,"PVC, AVD, AIB, AVE, DA, RMH, AVB, DB, AVG, LUAR, RIP, RIR, AIA, AIN, MCL, PVW, M1, URA, RMD, AVA, RIV, PLN, URY, RID, RIB, I1, SAB, ADA, RIM, I5, PVPL, RMG, RIF, AVJ, SDQ, I3, DVA, RIG, SMD, PHC, AIY, IL2, PDB, PVR, AVH, PVQ, AVF, NSML, M4, BDU, RIA, URB, RIH, SIB, M2, RIS",56,17
"180","8.0",46,2.1,"1",22,"AVE, AVD, AVA, AVB, AIN, PVC, AVG",7,17
"248","8.0",46,2.1,"2",3,"",0,17
"328","8.0",46,2.1,"3",3,"",0,17
"417","8.0",46,2.1,"4",5,"",0,17
"516","8.0",46,2.1,"5",26,"AVD",1,17
"616","8.0",46,2.1,"6",25,"AIB, AVE, PVC, AVD",4,17
"716","8.0",46,2.1,"7",3,"",0,17
"816","8.0",46,2.1,"8",2,"",0,17
"914","8.0",46,2.1,"9",5,"",0,17
"1014","8.0",46,2.1,"10",3,"",0,17
"1118","8.0",46,2.1,"11",2,"",0,17
"1218","8.0",46,2.1,"12",8,"",0,17
"1316","8.0",46,2.1,"13",3,"",0,17
"1414","8.0",46,2.1,"14",10,"AVD, AVE, AIB",3,17
"1512","8.0",46,2.1,"15",2,"",0,17
"1611","8.0",46,2.1,"16",4,"",0,17
"040","8.0",46,2.2,"0",22,"AVE, AVD, AVA, AVB, AIN, PVC, AVG",7,15
"190","8.0",46,2.2,"1",21,"PVC, AVD, AIB, AVE",4,15
"249","8.0",46,2.2,"2",3,"",0,15
"329","8.0",46,2.2,"3",3,"",0,15
"418","8.0",46,2.2,"4",2,"",0,15
"517","8.0",46,2.2,"5",24,"PVC, AIB, AVE, AVD, AVB, DB, AIN, AVG",8,15
"617","8.0",46,2.2,"6",4,"",0,15
"717","8.0",46,2.2,"7",9,"AIB, RMG",2,15
"817","8.0",46,2.2,"8",2,"",0,15
"915","8.0",46,2.2,"9",11,"AIB, PVC",2,15
"1015","8.0",46,2.2,"10",33,"AVD, RMG",2,15
"1119","8.0",46,2.2,"11",3,"",0,15
"1219","8.0",46,2.2,"12",2,"",0,15
"1317","8.0",46,2.2,"13",5,"",0,15
"1415","8.0",46,2.2,"14",5,"",0,15
"041","8.0",46,2.3,"0",21,"AVE, AVD, AVG, AVB, AVA, AIN, PVC",7,13
"1100","8.0",46,2.3,"1",18,"AIB, PVC, AVD, AVE, DB, AVB, AVG, DA, AIA, RMD, PVW, RMH, LUAR, M1, SAB, RIV, URA, RID, RIR, ADA, RIP, AIN, AVA, RIB, MCL, PLN, I5, RIM, RMG, AVJ, PVQ, RIG, PVPL, DVA, SMD, URY, SDQ, PDB, AVH, RIC, PHC, BDU, AIY, PVR, RIA, RIS, PVM, IL2, AVL, RIF, AIZ, ALA, AVF, I1, VC, M2, SAA, AS, VB, I3, AIM, M4, RIH, VA, RME, ALN, SIB, NSML, ADE, SMB, I6, MI, I2, IL1, URB, M5, FLP, DVB, AVK, CEPD, I4, DVC, URX, DD, M3, VD, BAG, OLQ, AVM, ALM, PVT, AUA, OLL, AFD, SIA, AWC, AWA, ASJ, ASG, PHB, CAN, PLM, AQR.PQR, ADF, ASI, ASH, AWB",107,13
"250","8.0",46,2.3,"2",4,"AVD, PVC, AVE, LUAR, RMH, AVG, RIR, AVB, RMG, AIB, URY, PVPL, RIB, SDQ, AIN, RIF, ADA, PVR, PLN, AVA, IL2, RIV, I1, I3, DA, AIY, PDB, M2, PVT, I4, RIP, RIH, ALA, ALN, NSML, MCL, URA, AIA, I5, RMD, M1, MI, RIG, AVH, PVM, M4, PVW, RIS, IL1, AUA, PHC, I2, I6, URX, AIM, RID, AVL, AIZ, RIA, SAB, DVB, URB, M3, DD, BDU, VC, AVF, M5, DB, SAA, DVC, OLL, AVK, SMB, RME, FLP, VD, AS, BAG, AFD, AVM, RIC, SIB, SMD, CEPD, ASEL, OLQ, ASER, VB, CAN, ADE, AWA, VA, SIA, AQR.PQR, AWC",96,13
"330","8.0",46,2.3,"3",4,"",0,13
"419","8.0",46,2.3,"4",5,"",0,13
"518","8.0",46,2.3,"5",2,"",0,13
"618","8.0",46,2.3,"6",33,"AVE, PVC, AIB, AVD",4,13
"718","8.0",46,2.3,"7",4,"",0,13
"818","8.0",46,2.3,"8",8,"SAB",1,13
"916","8.0",46,2.3,"9",11,"AVD, AVE, AVB, PVC, RMG, AVG, AIB, M2, NSML, RIG, LUAR, RID, VC",13,13
"1016","8.0",46,2.3,"10",30,"RMG, AVD",2,13
"1120","8.0",46,2.3,"11",2,"",0,13
"1220","8.0",46,2.3,"12",7,"",0,13
"042","8.0",46,2.4,"0",20,"AVD, AVG, AVE, AVB, AVA, PVC, AIN, RMG, VC, RMD, M2, AIB, I4, RIR, URB, LUAR, RMH, PVPL, M1, URA, I1, DA, AVJ, NSML, DVA, RIG, MCL, AIA, RIF, RIH, PLN, PVQ, SDQ, IL2, RIV, RIA, SIB, SAA, RIM, RIP, PVT, URY, RID, AIY, AVF, VB, AS, M4, DB, VA, AFD, SAB, I6, SMD, MI, AUA, I3, CAN, PDB, I2, PHC, ASEL, SMB, BDU, ADA, ASER, DVB, AVK, RIC, M3, DD, URX, PVW, DVC, RME, ASI, PVR, AVH, ASG, M5, ALA, I5, RIS, AWB, AIM, AIZ, ASK, AVL, ADL, AWA, ADE, ASJ, RIB, PHA, VD, ADF, SIA, ALN, IL1, OLL, BAG, OLQ, FLP, PHB, AWC, CEPD, PVM, AQR.PQR, AVM",109,10
"1101","8.0",46,2.4,"1",18,"AIB, PVC, AVD, AVE, DB, AVB, AVG, DA, AIA, RMD, PVW, RMH, LUAR, M1, SAB, RIV, URA, RID, RIR, ADA, RIP, AIN, AVA, RIB, MCL, PLN, I5, RIM, RMG, AVJ, PVQ, RIG, PVPL, DVA, SMD, URY, SDQ, PDB, AVH, RIC, PHC, BDU, AIY, PVR, RIA, RIS, PVM, IL2, AVL, RIF, AIZ, ALA, AVF, I1, VC, M2, SAA, AS, VB, I3, AIM, M4, RIH, VA, RME, ALN, SIB, NSML, ADE, SMB, I6, MI, I2, IL1, URB, M5, FLP, DVB, AVK, CEPD, I4, DVC, URX, DD, M3, VD, BAG, OLQ, AVM, ALM, PVT, AUA, OLL, AFD, SIA, AWC, AWA, ASJ, ASG, PHB, CAN, PLM, AQR.PQR, ADF, ASI, ASH, AWB",107,10
"257","8.0",46,2.4,"2",4,"AVD, PVC, AVE, LUAR, RMH, AVG, RIR, AVB, RMG, AIB, URY, PVPL, RIB, SDQ, AIN, RIF, ADA, PVR, PLN, AVA, IL2, RIV, I1, I3, DA, AIY, PDB, M2, PVT, I4, RIP, RIH, ALA, ALN, NSML, MCL, URA, AIA, I5, RMD, M1, MI, RIG, AVH, PVM, M4, PVW, RIS, IL1, AUA, PHC, I2, I6, URX, AIM, RID, AVL, AIZ, RIA, SAB, DVB, URB, M3, DD, BDU, VC, AVF, M5, DB, SAA, DVC, OLL, AVK, SMB, RME, FLP, VD, AS, BAG, AFD, AVM, RIC, SIB, SMD, CEPD, ASEL, OLQ, ASER, VB, CAN, ADE, AWA, VA, SIA, AQR.PQR, AWC",96,10
"332","8.0",46,2.4,"3",2,"",0,10
"420","8.0",46,2.4,"4",12,"AVE, AVB, AVD, AVA, PVC, M2, AIB, AVG, RMG, NSML, RIA, LUAR, RID, RIG, VC",15,10
"519","8.0",46,2.4,"5",7,"",0,10
"619","8.0",46,2.4,"6",15,"AIB, PVC, AVD, LUAR, AVJ, AVE, SAB, RIB, DB, AVB, RID, AIN, RIC",13,10
"719","8.0",46,2.4,"7",6,"",0,10
"819","8.0",46,2.4,"8",59,"AVD, AVE, PVC, RMG, AIB, AVG, AVB",7,10
"917","8.0",46,2.4,"9",6,"AVD, RIG",2,10
"043","8.0",46,2.5,"0",19,"AVG, AVD, AVE, AVB, AVA, PVC, AIN, M2, RIR, VC, RMG, I4, RMD, AIB, RIF, URB, I1, LUAR, RMH, URA, NSML, DA, M1, PVPL, AIA, DVA, MCL, RIM, SIB, AVJ, I6, VB, M4, PLN, RIH, SAA, RIG, DB, AS, RIV, AUA, VA, IL2, AVF, PVQ, SAB, RIA, SDQ, SMB, PVT, RIP, RID, SMD, AIY, URY, DD, AFD, MI, BDU, ASI, PDB, I2, URX, I3, ASEL, ADA, PHC, CAN, RIC, ASER, AVK, M3, DVB, ALA, ASG, M5, PVW, DVC, I5, RME, AVH, PVR, SIA, AWB, ALN, RIS, ASK, ADF, AIM, ASJ, AIZ, ADL, AVL, ADE, AWA, VD, PHA, RIB, AWC, BAG, IL1, PHB, OLL, FLP, PVM, OLQ, CEPD, AVM, AQR.PQR",109,10
"1102","8.0",46,2.5,"1",16,"AIB, PVC, AVD, AVE, DB, AVB, AVG, AIA, RMH, DA, RMD, M1, RIV, PVW, RID, RIR, LUAR, AIN, ADA, AVA, RIB, PLN, I5, SAB, URA, RMG, MCL, RIM, RIG, RIP, PVPL, PVQ, BDU, URY, SMD, SDQ, PVM, RIA, AVJ, RIC, RIS, PDB, AVL, AIZ, RIF, M2, I1, PHC, AS, PVR, SAA, RIH, AVH, VB, ALN, DVA, AIM, VC, AIY, M4, SIB, I3, AVF, VA, IL2, ALA, MI, NSML, RME, IL1, URB, I6, ADE, FLP, SMB, CEPD, I2, DVB, AVK, URX, DD, I4, M3, DVC, OLQ, AVM, M5, VD, BAG, AUA, ALM, OLL, SIA, AFD, ASJ, AWA, PHB, AWC, ASG, PVT, CAN, PLM, AQR.PQR, AWB, ADF",105,10
"258","8.0",46,2.5,"2",4,"AVD, PVC, AVE, LUAR, RMH, AVG, RIR, AVB, RMG, AIB, URY, PVPL, RIB, SDQ, AIN, RIF, ADA, PVR, PLN, AVA, IL2, RIV, I1, I3, DA, AIY, PDB, M2, PVT, I4, RIP, RIH, ALA, ALN, NSML, MCL, URA, AIA, I5, RMD, M1, MI, RIG, AVH, PVM, M4, PVW, RIS, IL1, AUA, PHC, I2, I6, URX, AIM, RID, AVL, AIZ, RIA, SAB, DVB, URB, M3, DD, BDU, VC, AVF, M5, DB, SAA, DVC, OLL, AVK, SMB, RME, FLP, VD, AS, BAG, AFD, AVM, RIC, SIB, SMD, CEPD, ASEL, OLQ, ASER, VB, CAN, ADE, AWA, VA, SIA, AQR.PQR, AWC",96,10
"333","8.0",46,2.5,"3",11,"AVE, AVB, AVD, PVC, AIN, AIB, M2, AVJ, AVG, RMG, NSML, RIA, I4, RID, RIG, PVT",16,10
"421","8.0",46,2.5,"4",7,"PVC, AIB, AVD, AVE, AVG, LUAR, SMD, RIB, RME, PVR, AVH",11,10
"520","8.0",46,2.5,"5",5,"",0,10
"620","8.0",46,2.5,"6",4,"",0,10
"720","8.0",46,2.5,"7",75,"PVC, AVD, AIB, AVE",4,10
"820","8.0",46,2.5,"8",6,"AVD, RIG",2,10
"918","8.0",46,2.5,"9",2,"",0,10
"044","8.0",46,2.6,"0",19,"AVG, AVD, AVE, AVB, AVA, PVC, AIN, M2, RIR, VC, RMG, I4, RMD, AIB, RIF, URB, I1, LUAR, RMH, URA, NSML, DA, M1, PVPL, AIA, DVA, MCL, RIM, SIB, AVJ, I6, VB, M4, PLN, RIH, SAA, RIG, DB, AS, RIV, AUA, VA, IL2, AVF, PVQ, SAB, RIA, SDQ, SMB, PVT, RIP, RID, SMD, AIY, URY, DD, AFD, MI, BDU, ASI, PDB, I2, URX, I3, ASEL, ADA, PHC, CAN, RIC, ASER, AVK, M3, DVB, ALA, ASG, M5, PVW, DVC, I5, RME, AVH, PVR, SIA, AWB, ALN, RIS, ASK, ADF, AIM, ASJ, AIZ, ADL, AVL, ADE, AWA, VD, PHA, RIB, AWC, BAG, IL1, PHB, OLL, FLP, PVM, OLQ, CEPD, AVM, AQR.PQR",109,10
"1103","8.0",46,2.6,"1",16,"AIB, PVC, AVD, AVE, DB, AVB, AVG, AIA, RMH, DA, RMD, M1, RIV, PVW, RID, RIR, LUAR, AIN, ADA, AVA, RIB, PLN, I5, SAB, URA, RMG, MCL, RIM, RIG, RIP, PVPL, PVQ, BDU, URY, SMD, SDQ, PVM, RIA, AVJ, RIC, RIS, PDB, AVL, AIZ, RIF, M2, I1, PHC, AS, PVR, SAA, RIH, AVH, VB, ALN, DVA, AIM, VC, AIY, M4, SIB, I3, AVF, VA, IL2, ALA, MI, NSML, RME, IL1, URB, I6, ADE, FLP, SMB, CEPD, I2, DVB, AVK, URX, DD, I4, M3, DVC, OLQ, AVM, M5, VD, BAG, AUA, ALM, OLL, SIA, AFD, ASJ, AWA, PHB, AWC, ASG, PVT, CAN, PLM, AQR.PQR, AWB, ADF",105,10
"259","8.0",46,2.6,"2",4,"AVD, PVC, AVE, LUAR, RMH, AVG, RIR, AVB, RMG, AIB, URY, PVPL, RIB, SDQ, AIN, RIF, ADA, PVR, PLN, AVA, IL2, RIV, I1, I3, DA, AIY, PDB, M2, PVT, I4, RIP, RIH, ALA, ALN, NSML, MCL, URA, AIA, I5, RMD, M1, MI, RIG, AVH, PVM, M4, PVW, RIS, IL1, AUA, PHC, I2, I6, URX, AIM, RID, AVL, AIZ, RIA, SAB, DVB, URB, M3, DD, BDU, VC, AVF, M5, DB, SAA, DVC, OLL, AVK, SMB, RME, FLP, VD, AS, BAG, AFD, AVM, RIC, SIB, SMD, CEPD, ASEL, OLQ, ASER, VB, CAN, ADE, AWA, VA, SIA, AQR.PQR, AWC",96,10
"334","8.0",46,2.6,"3",7,"",0,10
"422","8.0",46,2.6,"4",2,"",0,10
"521","8.0",46,2.6,"5",14,"",0,10
"621","8.0",46,2.6,"6",73,"AVD, PVC, AVE, AIB, AVG, RMG, AVA, AVB, DB, RIG, LUAR, RIM, M1, RID, DA, AIN, RIA, RMH, AIA, RMD, IL2, PLN, AVJ",23,10
"721","8.0",46,2.6,"7",7,"AVD, AIN, M2, RMD, RIG, RIA",6,10
"821","8.0",46,2.6,"8",3,"",0,10
"919","8.0",46,2.6,"9",4,"SMD",1,10
"045","8.0",46,2.7,"0",19,"AVG, AVD, AVE, AVB, AVA, PVC, AIN, M2, RIR, VC, RMG, I4, RMD, AIB, RIF, URB, I1, LUAR, RMH, URA, NSML, DA, M1, PVPL, AIA, DVA, MCL, RIM, SIB, AVJ, I6, VB, M4, PLN, RIH, SAA, RIG, DB, AS, RIV, AUA, VA, IL2, AVF, PVQ, SAB, RIA, SDQ, SMB, PVT, RIP, RID, SMD, AIY, URY, DD, AFD, MI, BDU, ASI, PDB, I2, URX, I3, ASEL, ADA, PHC, CAN, RIC, ASER, AVK, M3, DVB, ALA, ASG, M5, PVW, DVC, I5, RME, AVH, PVR, SIA, AWB, ALN, RIS, ASK, ADF, AIM, ASJ, AIZ, ADL, AVL, ADE, AWA, VD, PHA, RIB, AWC, BAG, IL1, PHB, OLL, FLP, PVM, OLQ, CEPD, AVM, AQR.PQR",109,11
"1104","8.0",46,2.7,"1",16,"AIB, PVC, AVD, AVE, DB, AVB, AVG, AIA, RMH, DA, RMD, M1, RIV, PVW, RID, RIR, LUAR, AIN, ADA, AVA, RIB, PLN, I5, SAB, URA, RMG, MCL, RIM, RIG, RIP, PVPL, PVQ, BDU, URY, SMD, SDQ, PVM, RIA, AVJ, RIC, RIS, PDB, AVL, AIZ, RIF, M2, I1, PHC, AS, PVR, SAA, RIH, AVH, VB, ALN, DVA, AIM, VC, AIY, M4, SIB, I3, AVF, VA, IL2, ALA, MI, NSML, RME, IL1, URB, I6, ADE, FLP, SMB, CEPD, I2, DVB, AVK, URX, DD, I4, M3, DVC, OLQ, AVM, M5, VD, BAG, AUA, ALM, OLL, SIA, AFD, ASJ, AWA, PHB, AWC, ASG, PVT, CAN, PLM, AQR.PQR, AWB, ADF",105,11
"260","8.0",46,2.7,"2",3,"",0,11
"335","8.0",46,2.7,"3",20,"AVD, AVB, AVA, AIB, AVE, RMG, PVC, AVG, RIG, RIA, RID",11,11
"423","8.0",46,2.7,"4",9,"",0,11
"522","8.0",46,2.7,"5",3,"",0,11
"622","8.0",46,2.7,"6",66,"PVC, AVD, AVE, AIB, AVG, AVB, DB, RMG, SAB, RIM, RID, AVA, LUAR, AIN, DA, RIG, IL2, RMD, RIR, M1, AIA, RMH, RIB, RIS, PLN, AVJ, RIC",27,11
"722","8.0",46,2.7,"7",2,"",0,11
"822","8.0",46,2.7,"8",4,"SMD",1,11
"920","8.0",46,2.7,"9",5,"AVD, PLN, AIN, IL2, M2, AVG, RIG, RMG, I4, DB, AFD, RMD, RID, RIR",14,11
"1017","8.0",46,2.7,"10",2,"",0,11
